EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,NICAR_RULEYEAR,NICAR_RULEMON,NICAR_TAXYEAR,NICAR_TAXMONTH
10211530,MAINE HISTORICAL SOCIETY,,489 CONGRESS ST STE 2,PORTLAND,ME,04101-3415,0,3,3,3000,193804,1,15,62061060,1,1,201409,8,7,1,0,9,15278117,5908041,1880748,A82Z,,1938,4,2014,9
10211532,KENTS HILL SCHOOL,,PO BOX 257,KENTS HILL,ME,04349-0257,0,3,3,1200,195004,1,11,30000000,1,1,201406,9,8,1,0,6,56550510,13595030,12976156,,,1950,4,2014,6
10211533,MCARTHUR LIBRARY ASSOCIATION,,270 MAIN ST,BIDDEFORD,ME,04005-2413,0,3,3,3000,194209,1,15,61119000,1,1,201506,6,6,1,0,6,4678689,1998479,1106179,B71Z,,1942,9,2015,6
10211534,MERCY HOSPITAL,,144 STA1E ST,PORTLAND,ME,04101-0000,0,3,3,1000,194705,1,12,30150000,1,1,201409,9,9,1,0,9,192093827,502839829,502690492,E220,ATTN PAYROLL DEPT,1947,5,2014,9
10211536,NORTH YARMOUTH ACADEMY BUSINESS OFFICE,,148 MAIN ST,YARMOUTH,ME,04096-6712,0,3,3,2000,195204,1,11,46030000,1,1,201506,8,8,1,0,6,17566571,10494241,10315877,B250,,1952,4,2015,6
10211537,OAK GROVE SCHOOL,% MITCHELL & DAVIS,86 WINTHROP STREET,AUGUSTA,ME,04330-5563,0,3,3,2000,199302,1,4,200000000,1,1,201506,6,4,0,1,6,1550500,411646,0,,,1993,2,2015,6
10211538,CAMP O-AT-KA INC,% JH GOFF,593 SEBAGO RD,SEBAGO,ME,04029-3604,0,3,3,1720,194601,1,15,325029059,1,1,201509,6,6,1,0,9,2985200,1453055,1200667,N20Z,,1946,1,2015,9
10211539,PATTEN FREE LIBRARY,,33 SUMMER ST,BATH,ME,04530-2632,0,3,3,2300,193406,1,15,61000000,1,1,201506,7,5,1,0,6,9071215,740898,740898,B71Z,,1934,6,2015,6
10211542,CATHERINE MORRILL DAY NURSERY,,96 DANFORTH ST,PORTLAND,ME,04101-4523,0,3,3,1200,193708,1,16,32000000,1,1,201409,6,5,1,0,9,1604210,951067,922012,P330,,1937,8,2014,9
10211543,BOYS & GIRLS CLUBS OF SOUTHERN MAINE,,277 CUMBERLAND AVE,PORTLAND,ME,04101-4919,0,3,3,1200,192602,1,15,59328318,1,1,201406,8,7,1,0,6,16702601,5443124,3283916,O210,,1926,2,2014,6
10211545,PORTLAND SEAMENS FRIEND SOCIETY,,14 LEWIS ST,WESTBROOK,ME,04092-2614,0,3,3,1270,195003,1,3,399000000,1,1,201412,4,4,0,1,12,182204,112799,0,,,1950,3,2014,12
10211546,COMMUNITY HEALTH & NURSING SERVICES,,60 BARIBEAU DR,BRUNSWICK,ME,04011-3218,0,3,3,1000,197306,1,16,179000000,1,1,201412,8,8,1,0,12,18878189,15044530,11594970,E90Z,,1973,6,2014,12
10211547,REDINGTON MEMORIAL HOME,% TED SUSI TREASURER,11 NORTH AVE,SKOWHEGAN,ME,04976-1819,0,3,3,1000,194005,1,4,382000000,1,1,201412,7,6,0,1,12,5344835,1579685,0,,,1940,5,2014,12
10211548,REDINGTON MEMORIAL HOSPITAL ASSOCIATION,,PO BOX 468,SKOWHEGAN,ME,04976-0468,0,3,3,1000,198002,1,17,922000000,1,1,201406,8,7,1,0,6,28173130,6000500,1689660,E22I,,1980,2,2014,6
10211551,ST MARYS REGIONAL MEDICAL CENTER,,PO BOX 7291,LEWISTON,ME,04243-7291,0,3,3,1000,196912,1,12,150120000,1,1,201412,9,9,1,0,12,141788097,148788843,148765016,E220,CAMPUS AVE,1969,12,2014,12
10211557,SCOT-WEBB MEMORIAL MEDICAL CENTER,,PO BOX 53,HARTLAND,ME,04943-0053,0,3,3,1000,194103,1,12,150179000,1,1,201412,0,0,2,0,12,0,0,0,E22Z,,1941,3,2014,12
10211558,ST MARYS D YOUVILLE PAVILION,,PO BOX 7291,LEWISTON,ME,04243-7291,0,3,3,1000,196912,1,16,150000000,1,1,201412,8,8,1,0,12,13624023,25681880,25657277,E91Z,,1969,12,2014,12
10211563,ABC OF MAINE,,PO BOX 6149,CHINA VILLAGE,ME,04926-0149,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,9991,1955,4,,
10211564,UNITED WAY OF ANDROSCOGGIN COUNTY INC,,PO BOX 888,LEWISTON,ME,04243-0888,0,3,3,1000,196102,1,15,927602000,1,1,201412,6,6,1,0,12,2467076,1459712,1439640,,,1961,2,2014,12
10211565,WAYNFLETE SCHOOL,,360 SPRING ST,PORTLAND,ME,04102-3643,0,3,3,2000,194302,1,11,30319349,1,1,201406,8,8,1,0,6,46820703,17754153,17369019,B200,,1943,2,2014,6
10211567,YOUNG MENS CHRISTIAN ASSOCIATION AUBURN-LEWISTON MAINE,,62 TURNER ST,AUBURN,ME,04210-5953,0,3,3,2000,193403,1,15,324000000,1,1,201412,7,6,1,0,12,7053127,2842228,2222034,P27Z,,1934,3,2014,12
10211568,YOUNG MENS CHRISTIAN ASSOCIATION OF SOUTHERN MAINE,,70 FOREST AVE,PORTLAND,ME,04101-2813,0,3,3,1000,193712,1,15,324000000,1,1,201406,8,8,1,0,6,13310109,10147084,9951603,,,1937,12,2014,6
10211569,YOUNG WOMENS CHRISTIAN ASSOCIATION OF MOUNT DESERT ISLAND,,35 MOUNT DESERT ST,BAR HARBOR,ME,04609-0000,0,3,3,1000,197106,1,15,324000000,1,1,201412,7,6,1,0,12,5419498,2651327,380386,,,1971,6,2014,12
10211570,YOUNG WOMENS CHRISTIAN ASSOCIATION OF CENTRAL MAINE,,130 EAST AVE,LEWISTON,ME,04240-5626,0,3,3,1000,194206,1,16,324000000,5,1,201406,6,5,1,0,6,1367795,745643,745643,P270,,1942,6,2014,6
10211664,LEWISTON MUNICIPAL FEDERAL CREDIT UNION,,291 PINE ST,LEWISTON,ME,04240-6308,0,1,0,1000,0,0,0,0,0,1,201112,0,0,7,0,12,0,0,0,,,0,0,2011,12
10211777,ABBE MUSEUM,,PO BOX 286,BAR HARBOR,ME,04609-0286,0,3,3,1000,199806,1,15,60000000,1,1,201309,6,5,1,0,9,4476642,820386,693198,A500,,1998,6,2013,9
10211781,PRESIDENT AND TRUSTEES OF BATES COLLEGE,% TREASURER,220 COLLEGE STREET,LEWISTON,ME,04240-6760,0,3,3,1000,199304,1,11,59000000,1,1,201406,9,9,1,0,6,539873664,267271945,167625468,B420,BATES COLLEGE,1993,4,2014,6
10211783,CALAIS REGIONAL HOSPITAL,,24 HOSPITAL LN,CALAIS,ME,04619-1329,0,3,3,1000,194403,1,12,150000000,1,1,201412,8,8,1,0,12,27527103,31655367,29958486,E22Z,,1944,3,2014,12
10211784,CAMP FIRE,,336 BLACK POINT RD,SCARBOROUGH,ME,04074-8676,1409,3,9,2000,196907,1,15,59349000,5,1,201412,5,6,1,0,6,907704,1050215,1021766,O43Z,CAMP KETCHA,1969,7,2014,12
10211785,CHEVERUS HIGH SCHOOL,,267 OCEAN AVE,PORTLAND,ME,04103-5707,928,3,9,7200,194603,0,11,0,0,1,,0,0,13,0,12,0,0,0,,,1946,3,,
10211789,FIRST BAPTIST CHURCH IN PORTLAND MAINE,,360 CANCO RD,PORTLAND,ME,04103-4223,0,3,3,7000,197911,0,10,0,5,1,,0,0,6,0,3,0,0,0,,,1979,11,,
10211791,SEVENTY-FIVE STATE STREET,,75 STATE STREET,PORTLAND,ME,04101-3746,0,3,3,1000,194207,1,15,150382000,5,1,201412,8,7,1,0,12,11933042,6875002,5378070,L22Z,,1942,7,2014,12
10211792,LEWISTON-AUBURN CHILDRENS HOME,,PO BOX 7155,LEWISTON,ME,04243-7155,0,3,3,1000,194302,1,4,999000000,1,1,201412,4,2,0,1,12,346419,23208,0,P30Z,,1943,2,2014,12
10211797,MOUNT DESERT ISLAND HOSPITAL,,10 WAYMAN LN,BAR HARBOR,ME,04609-1625,0,3,3,1000,194012,1,12,150000000,1,1,201404,8,9,1,0,4,49537121,56372674,49993947,E22Z,,1940,12,2014,4
10211798,MOUNT DESERT NURSING ASSOCIATION,% DENNIS CARR,PO BOX 397,NE HARBOR,ME,04662-0397,0,3,3,1000,196512,1,15,179000000,5,1,201412,5,5,1,0,12,699738,604352,315353,E90C,,1965,12,2014,12
10211803,PLUMMER MEMORIAL HOSPITAL,% R PFIRMAN,11 MAIN ST,DEXTER,ME,04930-1374,0,3,3,1000,194904,1,4,150000000,1,1,201506,5,4,0,1,6,684828,168457,0,Z99Z,,1949,4,2015,6
10211807,SWEETSER,,50 MOODY ST,SACO,ME,04072-1536,0,3,3,1000,196908,1,15,59399000,1,1,201506,9,9,1,0,6,53316317,73294068,59116107,P300,,1969,8,2015,6
10211810,UNIVERSITY OF NEW ENGLAND,,11 HILLS BEACH RD,BIDDEFORD,ME,04005-9526,0,3,3,2000,199708,1,11,46000000,1,1,201405,9,9,1,0,5,318212861,212522203,206263414,B430,,1997,8,2014,5
10211811,KENNEBEC VALLEY YMCA,,31 UNION ST,AUGUSTA,ME,04330-6800,0,3,3,1000,197010,1,15,324000000,1,1,201412,7,6,1,0,12,9188157,2466149,2422921,,,1970,10,2014,12
10211812,BATH AREA FAMILY YMCA,,303 CENTRE ST,BATH,ME,04530-2089,0,3,3,2100,194211,1,16,59000000,5,1,201412,7,6,1,0,12,5687858,2577067,2471711,P27Z,,1942,11,2014,12
10211813,PENOBSCOT BAY YMCA,,116 UNION ST BOX 840,ROCKPORT,ME,04856-6102,0,3,3,1000,197412,1,15,324000000,5,1,201412,8,6,1,0,12,11308447,4257632,4257632,P270,,1974,12,2014,12
10211814,YOUNG MENS CHRISTIAN ASSOCIATION SANFORD-SPRINGVALE,,1 EMILE LAVASSEUR DRIVE,SANFORD,ME,04073-0000,0,3,3,1200,196001,1,15,324000000,1,1,201412,7,6,1,0,12,6005775,1953583,1923982,,,1960,1,2014,12
10212172,WEBBER AVENUE CLUB INC,,PO BOX 1633,LEWISTON,ME,04241-1633,0,7,3,1000,198009,2,0,319000000,1,1,201412,4,4,1,0,12,353276,165131,165131,,,1980,9,2014,12
10212178,AMERICAN LEGION POST 0158 COOMBS MOUNTFORT,,PO BOX 575,LISBON,ME,04250-0575,925,19,9,1000,194603,1,0,907908000,1,1,201412,4,5,1,0,12,421102,575060,152238,,,1946,3,2014,12
10212181,OLD ORCHARD BEACH CHAMBER OF COMMERCE,,11 1ST ST,OLD ORCHD BCH,ME,04064-2678,0,6,3,3000,194901,2,0,200000000,1,1,201412,4,4,1,0,12,296538,223525,223525,,,1949,1,2014,12
10212434,CAMDEN AREA DISTRICT NURSING ASSOCIATION,,PO BOX 547,CAMDEN,ME,04843-0547,0,3,3,1000,197905,1,16,179560000,5,1,201406,4,4,1,0,6,392706,270002,270002,E92Z,,1979,5,2014,6
10212435,ST JOSEPH HOSPITAL,,PO BOX 403,BANGOR,ME,04402-0403,928,3,9,1200,194603,1,10,150120000,5,1,201412,9,9,1,0,12,74781127,131641150,124406224,E220,,1946,3,2014,12
10212437,MCARTHUR HOME FOR AGED PEOPLE ASSOC,,292 ELM STREET,BIDDEFORD,ME,04005-3035,0,3,3,1000,197401,1,4,382000000,1,1,201510,7,5,0,1,10,6084042,840878,0,,,1974,1,2015,10
10212438,MAINE CENTRAL INSTITUTE,,295 MAIN ST,PITTSFIELD,ME,04967-4502,0,3,3,2000,197212,1,11,30000000,2,1,201506,8,8,1,0,6,22757157,14496464,11576016,B250,,1972,12,2015,6
10212442,PINE TREE SOCIETY FOR HANDICAPPED CHILDREN & ADULTS INC,% PINE,149 FRONT ST,BATH,ME,04530-2610,0,3,3,1200,194609,1,15,59160000,1,1,201412,8,7,1,0,12,24357793,7041355,5971467,B28Z,,1946,9,2014,12
10212444,YORK HOSPITAL,,15 HOSPITAL DRIVE 2C,YORK,ME,03909-1011,0,3,3,1000,193805,1,12,150000000,1,1,201412,9,9,1,0,12,120015302,103092926,89129054,E220,,1938,5,2014,12
10212541,ANIMAL REFUGE LEAGUE OF GREATER PORTLAND,,PO BOX 336,WESTBROOK,ME,04098-0336,0,3,3,1000,194208,1,15,999000000,1,1,201412,8,6,1,0,12,10874022,4060466,2904549,D200,,1942,8,2014,12
10212542,TRUSTEES OF ST JOSEPHS COLLEGE,,278 WHITES BRIDGE RD,STANDISH,ME,04084-5236,928,3,9,1700,194603,1,11,1000000,5,1,201406,9,9,1,0,6,65347966,60660280,53521263,B430,SAINT JOSEPHS COLLEGE OF MAINE,1946,3,2014,6
10212545,MAINE STATE SOCIETY FOR THE PROTECTION OF ANIMALS ROOM 13,,PO BOX 10,SOUTH WINDHAM,ME,04082-0010,0,3,3,1000,194208,1,15,913000000,1,1,201412,7,6,1,0,12,7500386,2585420,2585420,D200,,1942,8,2014,12
10212546,ROMAN CATHOLIC BISHOP OF PORTLAND,% ANDREA LAPLANTE,510 OCEAN AVE,PORTLAND,ME,04103-4936,928,3,9,1700,194603,0,10,0,5,1,,0,0,6,0,6,0,0,0,,,1946,3,,
10212602,BLUE HILL PUBLIC LIBRARY INC,,5 PARKER POINT RD,BLUE HILL,ME,04614-6003,0,3,3,1200,196505,1,16,61000000,1,1,201412,7,5,1,0,12,6724339,515791,515791,B71Z,,1965,5,2014,12
10213360,CATHEDRAL OF THE IMMACULATE CONCEPTION,,307 CONGRESS ST,PORTLAND,ME,04101-3638,928,3,9,7000,194603,0,10,0,5,1,,0,0,6,0,12,0,0,0,,,1946,3,,
10213361,ROCKLAND DISTRICT NURSING ASSN INC,,PO BOX 1713,ROCKLAND,ME,04841-1713,0,3,3,1200,197403,1,15,179000000,1,1,201506,3,3,1,0,6,99242,96516,96365,,ROCKLAND DISTRICT NURSING ASSN INC,1974,3,2015,6
10213498,AMERICAN LEGION POST 0035 STEWART P MORRILL,% STEWART P MORRILL POST35 AL,413 BROADWAY,S PORTLAND,ME,04106-2909,925,19,9,1000,194603,1,0,907908000,1,1,201412,0,0,2,0,12,0,0,0,,,1946,3,2014,12
10213667,KNIGHTS TEMPLAR OF THE UNITED STATES OF AMERICA,% JEFFREY BRETON,PO BOX 1703,AUBURN,ME,04211-1703,266,10,9,1000,196401,1,0,36279000,5,1,201504,0,0,2,0,4,0,0,0,,GRAND COMMANDERY OF MAINE,1964,1,2015,4
10213833,LONGFELLOW GARDEN CLUB INC,% MARCE MARCOUX,13 ORCHARD RD,CAPE ELIZ,ME,04107-2207,0,3,3,1000,199207,1,15,356000000,1,1,201504,0,0,2,0,4,0,0,0,,,1992,7,2015,4
10213976,QUARRY HILL,,4 WHITE ST,ROCKLAND,ME,04841-2953,0,3,3,1000,193907,1,12,150179399,1,1,201409,8,8,1,0,9,20595311,10632975,10632975,E91Z,,1939,7,2014,9
10213979,EASTPORT MEMORIAL HOSPITAL,,23 BOYNTON ST,EASTPORT,ME,04631-1304,0,3,3,1000,194502,1,12,150000000,1,1,201412,6,6,1,0,12,2244828,2059970,1939190,E92Z,,1945,2,2014,12
10213987,WARDWELL HOME FOR THE AGING,,43 MIDDLE STREET,SACO,ME,04072-3300,0,3,3,1000,194207,1,2,382000000,1,1,201506,8,6,0,1,6,11254309,2636103,0,,,1942,7,2015,6
10214017,JESUP MEMORIAL LIBRARY,% COSTON & MCISAAC,34 MOUNT DESERT ST,BAR HARBOR,ME,04609-1727,0,3,3,2000,194508,1,15,61059000,1,1,201412,6,6,1,0,12,3666193,1452887,497501,B71Z,,1945,8,2014,12
10214019,OGUNQUIT MEMORIAL LIBRARY,,PO BOX 753,OGUNQUIT,ME,03907-0753,0,3,3,2000,193904,1,4,61000000,1,1,201412,5,4,0,1,12,758665,250393,0,,,1939,4,2014,12
10214376,KNIGHTS OF COLUMBUS,% LEO P ARSENAULT,PO BOX 446,RUMFORD,ME,04276-0446,188,8,9,1000,194010,1,0,36029265,5,1,201412,0,0,2,0,12,0,0,0,,2091 COUNCIL FATHER AJ,1940,10,2014,12
10215213,BOWDOIN COLLEGE,% MATTHEW P ORLANDO,3530 COLLEGE STA,BRUNSWICK,ME,04011-8426,0,3,3,2000,193506,1,11,30319349,1,1,201406,9,9,1,0,6,1735882000,498682000,235343000,B420,,1935,6,2014,6
10215216,CHINA LIBRARY ASSOCIATION INC,,PO BOX 6146,CHINA VILLAGE,ME,04926-0146,0,3,3,1000,194312,1,4,61060000,1,1,201407,4,2,0,1,7,307991,17804,0,,,1943,12,2014,7
10215222,KINGS DAUGHTERS UNION,% ALAN PARADIS,89 OHIO ST,BANGOR,ME,04401-4706,0,3,3,1000,192705,1,4,399000000,1,1,201412,4,3,0,1,12,234421,74141,0,,,1927,5,2014,12
10215227,RUMFORD HOSPITAL,% PHIL MORISSETTE,420 FRANKLIN ST,RUMFORD,ME,04276-2104,0,3,3,1000,194209,1,15,150000000,1,1,201406,8,8,1,0,6,29019425,42891226,41018366,E220,,1942,9,2014,6
10215686,RICE PUBLIC LIBRARY,,8 WENTWORTH ST,KITTERY,ME,03904-1756,0,3,3,1000,194903,1,15,61000000,1,1,201506,5,4,1,0,6,823284,487741,487741,B71Z,,1949,3,2015,6
10215910,BANGOR HUMANE SOCIETY,,693 MOUNT HOPE AVE,BANGOR,ME,04401-5606,0,3,3,4000,197706,1,15,913000000,5,1,201504,6,6,1,0,4,2858636,1169906,968293,D200,,1977,6,2015,4
10215911,MID COAST HOSPITAL,,123 MEDICAL CENTER DR,BRUNSWICK,ME,04011-2652,0,3,3,1000,194008,1,12,150000000,1,1,201409,9,9,1,0,9,169924005,169848842,147444854,E220,,1940,8,2014,9
10215913,BUCK MEMORIAL LIBRARY,% NANCY BOURGON TREAS,PO BOX 640,BUCKSPORT,ME,04416-0640,0,3,3,3000,195006,1,15,61000000,1,1,201412,6,4,1,0,12,1983761,200794,175794,,,1950,6,2014,12
10215915,HANCOCK COUNTY TRUSTEES OF PUBLIC RESERVATIONS,,PO BOX 1478,ELLSWORTH,ME,04605-1478,0,3,3,2000,194912,1,15,62000000,1,1,201412,6,6,1,0,12,4305831,1263356,548851,A82Z,,1949,12,2014,12
10215916,PENNEY MEMORIAL UNITED BAPTIST CHURCH,,393 WATER ST,AUGUSTA,ME,04330-4690,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,3201,1955,4,,
10215917,ST MARKS HOME FOR WOMEN,,9 SUMMER ST,AUGUSTA,ME,04330-5128,3741,3,9,7000,194001,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1940,1,,
10215919,JUNIOR LEAGUE OF PORTLAND MAINE INC,,ONE CITY CENTER SUITE 1-105,PORTLAND,ME,04101-6420,0,3,3,1200,195110,1,16,119059566,1,1,201505,4,3,1,0,5,280030,72524,56986,S810,,1951,10,2015,5
10216328,EVERGREEN CREDIT UNION,% TUCKER COLE,PO BOX 1038,PORTLAND,ME,04104-1038,0,14,3,1000,196911,2,0,921922000,5,1,201412,9,7,1,0,12,227662070,9842376,9842376,,,1969,11,2014,12
10216339,FRANK D HAZELTINE POST 43 AMERICAN LEGION MAINE DEPT,% JAMES BLACK,143 CHURCH ST,BELFAST,ME,04915-6504,0,19,3,1000,201209,1,0,907908000,5,1,201412,4,4,1,0,12,179144,200167,96048,,,2012,9,2014,12
10216655,INDEPENDENT ORDER OF ODD FELLOWS,% JOHN BOLDUC,85 CARON LN,AUBURN,ME,04210-4288,28,3,9,1000,196205,1,15,153382000,5,1,201506,6,6,1,0,6,3924829,4765401,3473044,P750,1 OF & REB HOME OF MAINE,1962,5,2015,6
10216657,SANFORD LIBRARY ASSOCIATION,,952 MAIN ST,SANFORD,ME,04073-3509,0,3,3,1200,198704,1,15,0,1,1,201506,6,5,1,0,6,1998003,568168,532906,,LOUIS B GOODALL MEMORIAL LIBRARY,1987,4,2015,6
10216810,VETERANS OF FOREIGN WARS OF THE UNITED STATES DEPT OF MAINE,% ANDRE L DOMAS ADJ,PO BOX 478,CARIBOU,ME,04736-0478,9154,19,9,1000,198705,1,0,907908000,1,1,201506,4,4,1,0,6,111081,260978,47890,,9389 LISTER KNOWLTON POST,1987,5,2015,6
10216811,ANCIENT FREE & ACCEPTED MASONS OF MAINE,% JONATHAN J HALLENBECK,12 CARDINAL WAY,WINSLOW,ME,04901-9459,275,10,9,1000,194101,1,0,36000000,5,1,201411,6,3,2,0,11,1146690,31911,31911,,33 WATERVILLE,1941,1,2014,11
10216837,THE MAINE SEA COAST MISSION,,127 WEST ST,BAR HARBOR,ME,04609-1430,0,3,3,1700,194110,1,16,29000000,1,1,201412,8,8,1,0,12,42958606,20134091,4611493,,,1941,10,2014,12
10216888,WOLVES SOCIAL CLUB INC,,40 HIGH ST,SANFORD,ME,04073-2739,0,7,3,1000,195603,2,0,602279319,1,1,201412,4,4,1,0,12,105038,498567,230339,,,1956,3,2014,12
10216933,MAINE MEDICAL ASSOCIATION,% HEIDI LUKAS,PO BOX 190,MANCHESTER,ME,04351-0190,0,6,3,1000,199407,2,0,205059000,1,1,201412,6,6,1,0,12,1676058,2474960,2407761,,,1994,7,2014,12
10216941,SEAL HARBOR VILLAGE IMPROVEMENT SOCIETY INC,,PO BOX 171,SEAL HARBOR,ME,04675-0171,0,3,3,1000,195201,1,15,905000000,1,1,201506,4,4,1,0,6,240643,117448,117216,C500,,1952,1,2015,6
10217211,EASTERN MAINE HEALTHCARE SYSTEMS,% ARLENE JONES,200 KENNEDY MEMORIAL DR,WATERVILLE,ME,04901-4526,5247,3,9,1000,200506,1,11,150000000,5,1,201409,9,9,1,0,9,51735978,124756454,123514832,E200,INLAND HOSPITAL,2005,6,2014,9
10217212,FARMINGTON HOME FOR AGED PEOPLE OFFICE OF PRES & TRUSTEE,,204 MAIN ST,FARMINGTON,ME,04938-1901,0,3,3,1000,194306,1,2,382000000,5,1,201505,6,6,0,1,5,3362480,1631521,0,,,1943,6,2015,5
10217234,BIDDEFORD POOL YACHT CLUB INC,,PO BOX 251,BIDDEFORD PL,ME,04006-0251,0,7,3,1000,199203,2,0,288318000,1,1,201412,5,4,1,0,12,684139,248252,246977,,,1992,3,2014,12
10217277,MAINE FARM BUREAU ASSOCIATION,,4 GABRIEL DRIVE,AUGUSTA,ME,04330-8165,0,5,3,1000,195302,2,0,279000000,1,1,201409,6,4,1,0,9,1468979,214476,214476,,,1953,2,2014,9
10217324,HISTORY HOUSE ASSOCIATION INCORPORATED,,PO BOX 832,SKOWHEGAN,ME,04976-0832,0,3,3,2000,196905,1,3,59062060,1,25,201412,2,3,0,1,12,12844,26456,0,,,1969,5,2014,12
10217325,TALBOT HOME,,PO BOX 443,ROCKPORT,ME,04856-0443,0,3,3,1000,194403,1,4,382000000,1,1,201412,5,4,0,1,12,508472,354120,0,,,1944,3,2014,12
10217327,STATE STREET CONGREGATIONAL CHURCH,,159 STATE ST,PORTLAND,ME,04101-3701,1665,3,9,7000,196501,1,10,0,5,1,,0,0,6,0,12,0,0,0,,,1965,1,,
10217552,KOLLEGE WIDGWOK YACHT CLUB,,PO BOX 368,BLUE HILL,ME,04614-0368,0,7,3,1000,199004,2,0,288000000,1,1,201412,6,4,1,0,12,1073303,314138,268647,,,1990,4,2014,12
10217620,ROTARY INTERNATIONAL,% WILLIAM E FRYSINGER,PO BOX 518,BOOTHBAY HBR,ME,04538-0518,573,4,9,3000,194209,2,0,520349200,1,1,201506,4,3,2,0,6,215175,49884,49884,,BOOTHBAY HARBOR ROTARY CLUB,1942,9,2015,6
10217639,WAYFINDER SCHOOLS,,PO BOX 65,NEW GLOUCESTR,ME,04260-0065,0,3,3,1000,195312,1,15,999000000,1,1,201406,7,6,1,0,6,9695991,1156574,1156574,P70Z,,1953,12,2014,6
10217819,COSMOPOLITAN CLUB,,894 WASHINGTON ST,BATH,ME,04530-2653,0,3,3,1000,201506,1,4,319000000,1,1,201405,4,3,0,1,5,258436,28137,28137,P20,,2015,6,2014,5
10217861,SWANS ISLAND ELECTRIC COOPERATIVE INC,,PO BOX 14,SWANS ISLAND,ME,04685-0014,0,12,3,1000,197403,0,0,200000000,1,1,201412,6,5,1,0,12,2179980,827380,574405,,,1974,3,2014,12
10218055,POT AND KETTLE CLUB,% KATHLEEN GRAVES,PO BOX 1314,SOUTHWEST HBR,ME,04679-1314,0,7,3,1000,197210,2,0,318317000,1,1,201412,4,4,1,0,12,315019,221647,221647,,,1972,10,2014,12
10218637,DEXTER PUBLIC HEALTH ASSOCIATION INC,% CARLA WITHAM TREASURER,PO BOX 516,DEXTER,ME,04930-0516,0,3,3,1000,194904,1,15,154600179,1,1,201412,3,2,2,0,12,72873,24636,24636,,,1949,4,2014,12
10219126,LINCOLN ACADEMY,,81 ACADEMY HL,NEWCASTLE,ME,04553-3433,0,3,3,1000,196411,1,11,46030000,1,1,201406,8,7,1,0,6,18848860,9762102,7988816,B250,,1964,11,2014,6
10219135,SUNSET HOME OF WATERVILLE,,114 COLLEGE AVE,WATERVILLE,ME,04901-5609,0,3,3,1000,194309,1,4,382000000,5,1,201412,6,6,0,1,12,3564538,2041289,0,,,1943,9,2014,12
10219487,BOOTHBAY REGION DISTRICT NURSING ASSOC INC,% VIVIENNE DANIELS,PO BOX 554,BOOTHBAY,ME,04537-0554,0,3,3,1000,200802,1,15,0,1,1,201506,4,4,1,0,6,223986,187314,187314,E92,,2008,2,2015,6
10219810,MAIN INSURANCE AGENTS ASSOC,,17 CARRIAGE LN,HALLOWELL,ME,04347-3051,0,6,3,2000,195511,2,0,919920205,5,1,201408,5,5,1,0,8,684213,815324,732353,,,1955,11,2014,8
10219828,OLD ORCHARD BEACH FREE PUBLIC LIBRARY ASSOCIATION,,27 STAPLES ST,OLD ORCHD BCH,ME,04064-2216,0,3,3,1200,201401,1,15,61000000,1,1,201406,4,4,1,0,6,307191,291718,291161,B70,,2014,1,2014,6
10219829,SARAH FRYE HOME,,751 WASHINGTON ST N,AUBURN,ME,04210-3882,0,3,3,1000,194303,1,16,382000000,1,1,201409,5,6,1,0,9,945756,1492480,1440261,,,1943,3,2014,9
10219904,STEPHENS MEMORIAL HOSPITAL ASSOCIATION,,181 MAIN STREET,NORWAY,ME,04268-5664,0,3,3,1000,195605,1,12,150000000,1,1,201409,9,9,1,0,9,53108901,57833482,57188823,E220,,1956,5,2014,9
10220091,NORTHEAST HARBOR LIBRARY,% JEAN S RAPPAPORT,PO BOX 279,NE HARBOR,ME,04662-0279,0,3,3,2000,195212,1,16,59061040,1,1,201412,7,6,1,0,12,9690298,3846047,693886,B71Z,,1952,12,2014,12
10220139,WOMANS LITERARY UNION,,202 WOODFORD ST,PORTLAND,ME,04103-5602,0,3,3,3000,193803,1,4,59061040,1,1,201503,4,4,0,1,3,144902,361785,0,,,1938,3,2015,3
10220146,COURT STREET BAPTIST CHURCH,% TREASURER,129 COURT ST,AUBURN,ME,04210-5904,3125,3,9,7000,195504,1,10,1000000,5,1,,0,0,6,0,12,0,0,0,,,1955,4,,
10220179,FRATERNAL ORDER OF EAGLES,,89 SACO ST,WESTBROOK,ME,04092-2835,102,8,9,1000,199108,2,0,260000000,5,1,201505,5,4,1,0,5,608947,390750,256194,,2977 AERIE,1991,8,2015,5
10220348,UNIVERSITY OF MAINE SYSTEM INC,% LOIS KING,1299 FRANKLIN RD,JAY,ME,04239-4405,5930,3,9,2000,201308,1,15,0,1,1,201412,0,0,2,0,6,0,0,0,,FRANKLIN COUNTY 4-H LEADERS,2013,8,2014,12
